,X,X.1,RespondentID,StartDate,EndDate,Age,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38,AgeGroup
789,789,789,3063418870,2/10/14 22:58,2/10/14 23:10,32,White,M,USN,LT,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,0,0,0,T,T,T,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,2,2,1,1,1,1,1,1,Fourth,Third,First,Second,First,Third,Fourth,Fifth,Second,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Selcet,Selcet,Selcet,Not Select,1,1,1,1,1,Most,No,0,1,-1,-1,-2,-2,1,-2,-2,Basic,6,31-35
790,790,790,3063415223,2/10/14 22:56,2/10/14 22:59,28,White,M,USN,LT,United States of America,366,Space Systems Operations,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,2,2,2,LL,SL,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,NA,Selcet,Selcet,Selcet,NA,NA,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-30
791,791,791,3063393070,2/10/14 22:45,2/10/14 23:08,30,White,M,Navy,LTJG,Turkey,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,NA,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,2,2,LL,TR,ICR,Very Well,Very Well,NA,Very Little,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Not Select,2,2,2,2,2,2,1,2,First,Fourth,Third,Second,First,Fifth,Third,Second,Fourth,SE,No,Not Select,Not Select,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,Wiki Page,Prof Web Site,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,Yes,GH,Not Select,Selcet,Not Select,Not Select,1,1,1,-1,-1,Most,Yes,-1,-1,-1,-1,1,1,2,0,2,Advanced,7,20-30
792,792,792,3063390312,2/10/14 22:44,2/10/14 22:53,36,Unknown,M,Navy,LCDR,Mexico,693,Combating Terrorism: Policy and Strategy,School of International Graduate Studies,NPS,Master,No,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,NA,Yes,Yes,Yes,No,Yes,No,No,Yes,0,0,0,LL,T,SL,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Very Little,Very Well,Very Well,Somewhat Well,Very Well,Very Little,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,1,1,1,2,0,0,2,0,Second,First,Third,Fourth,Second,Third,Fourth,First,Fifth,SE,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,Drop Box,Google Drive,NA,NA,Email,NA,NA,NA,Wiki Page,Prof Web Site,Drop Box,NA,NA,NA,No,Selcet,Not Select,Not Select,Rarely,Selcet,Not Select,Selcet,No,NA,Selcet,Selcet,Not Select,Selcet,1,2,2,2,2,Some,Yes,1,0,1,1,1,1,1,1,1,Advanced,2,36-40
793,793,793,3063387531,2/10/14 22:42,2/10/14 23:03,36,White,F,USN,LCDR,United States of America,373,Meteorology and Oceanography (METOC),Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,1,0,0,SL,ICR,TR,Somewhat Well,Very Well,NA,Very Well,Very Little,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Well,Very Little,Very Little,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,0,1,1,-1,1,1,1,NA,Third,Second,First,Second,Fifth,Third,Fourth,First,SE,NA,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,Drop Box,NA,Prof H Drive,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,No,Selcet,Not Select,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Selcet,Not Select,1,1,1,1,0,All,Yes,-1,1,-1,-1,-2,-2,0,-2,-2,Intermediate,5,36-40
794,794,794,3063349139,2/10/14 22:23,2/10/14 22:36,36,White,F,NA,NA,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,No,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,1,1,1,SL,SL,TR,Somewhat Well,Very Little,Very Little,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Little,Very Little,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Not Select,1,1,1,1,1,1,1,1,Fourth,Third,Second,First,Second,Third,Fourth,Fifth,First,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,Yes,NA,Not Select,Selcet,Selcet,Selcet,-1,-1,-1,-1,-1,All,No,0,-1,0,0,1,-1,0,0,0,Intermediate,10+,36-40
795,795,795,3063335658,2/10/14 22:17,2/10/14 22:29,33,White,M,USMC,Maj,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,2,-2,2,SL,SL,TR,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Not At All,Not At All,Very Well,Very Little,Very Well,Not At All,Very Well,Not At All,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,2,2,2,2,2,NA,-2,2,NA,NA,First,Second,Second,Fifth,Fourth,Third,First,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,Google Drive,NA,NA,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Selcet,Selcet,Selcet,Not Select,2,2,2,0,2,Most,No,2,-2,1,2,-2,2,-2,2,2,Intermediate,1,31-35
796,796,796,3063327100,2/10/14 22:13,2/10/14 22:22,42,White,M,NA,NA,United States of America,570,Naval/Mechanical Engineering,Graduate School of Engineering and Applied Sciences,NPS,PhD,No,No,Select,Not Select,Select,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,2,0,0,LL,SL,T,Somewhat Well,Very Well,Very Little,NA,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Little,Very Well,Very Little,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,-2,1,-1,-1,-1,-1,0,2,Third,Fourth,First,Second,Third,Fifth,Fourth,First,Second,N,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,WH,Not Select,Selcet,Selcet,Selcet,-1,-1,-1,-1,-1,Some,No,1,-1,-1,0,2,-2,1,-2,-2,Advanced,9,41+
797,797,797,3063317973,2/10/14 22:09,2/10/14 22:20,38,White,M,USMC,Capt,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,0,0,-1,LL,SL,T,Very Well,Very Well,NA,Very Well,NA,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,NA,1,-2,0,1,1,Third,Fourth,First,Second,Second,Fifth,Third,First,Fourth,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Selcet,Selcet,Yes,DKL,Selcet,Selcet,Not Select,Not Select,2,2,2,2,2,Most,Yes,0,2,0,-1,-2,2,2,2,0,Basic,3,36-40
798,798,798,3063266300,2/10/14 21:46,2/10/14 21:55,29,White,M,USN,LT,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,1,0,1,LL,SL,TR,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Little,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Very Well,Very Little,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,1,1,NA,1,NA,2,1,0,First,Second,Fourth,Third,First,Fifth,Third,Second,Fourth,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,Google Drive,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Selcet,Selcet,Not Select,Selcet,2,2,2,1,1,Most,Yes,0,2,2,2,1,1,1,2,2,Intermediate,3,20-30
799,799,799,3063255481,2/10/14 21:40,2/10/14 22:26,41,Unknown,M,Marine Corps,Major,Uganda,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Select,Not Select,Not Select,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0,1,2,ICR,TR,TR,Very Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Not Select,Selcet,Selcet,Not Select,Selcet,Not Select,Not Select,Selcet,Selcet,Not Select,0,1,2,2,1,2,1,2,Third,Second,Fourth,First,First,Fourth,Fifth,Third,Second,E,No,Not Select,Not Select,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,Google Drive,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,No,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Not Select,Selcet,Selcet,Not Select,2,1,2,2,1,Some,Yes,0,0,-1,-1,1,2,2,2,-1,Intermediate,1,41+
800,800,800,3063241584,2/10/14 21:35,2/10/14 21:49,36,White,M,USN,LT,United States of America,386,Network Operations and Technology,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,2,1,0,LL,SL,TR,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Not At All,Somewhat Well,Very Well,Very Well,Not At All,Not At All,Very Well,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,-1,0,2,2,2,2,0,1,First,Second,Third,Fourth,Second,Third,First,Fourth,Fifth,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,Yes,RO,Not Select,Selcet,Not Select,Selcet,1,1,0,-1,-1,Most,Yes,0,-1,2,2,-1,2,2,2,2,Advanced,3,36-40
801,801,801,3063197711,2/10/14 21:16,2/10/14 21:39,30,White,M,USN,LT,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,1,2,2,LL,T,ICR,Somewhat Well,Somewhat Well,NA,Somewhat Well,NA,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,2,1,1,1,0,1,0,0,Fourth,Third,First,Second,Fifth,Third,Fourth,First,Second,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,Yes,DKL,Selcet,Selcet,Selcet,Not Select,0,1,1,0,1,All,Yes,-1,1,-1,1,-2,1,2,2,1,Intermediate,7,20-30
802,802,802,3063197385,2/10/14 21:17,2/10/14 21:25,31,Asian American/Pacific Islander,M,USA,CPT,United States of America,362,Human Systems Integration,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-2,2,2,T,TR,ICR,Very Little,Somewhat Well,Somewhat Well,NA,Not At All,Not At All,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,1,1,1,1,2,2,2,1,NA,Third,First,Second,First,Fifth,Second,Fourth,Third,E,No,Selcet,Not Select,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,Yes,GH,Not Select,Selcet,Selcet,Selcet,2,2,2,2,-1,Most,Yes,-2,-1,-1,-1,-2,-2,2,-2,-2,Advanced,7,31-35
803,803,803,3063194416,2/10/14 21:14,2/13/14 17:29,40,Asian American/Pacific Islander,M,USAF,Maj.,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,No,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1,0,1,SL,T,TR,Somewhat Well,Somewhat Well,NA,NA,NA,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,NA,Very Little,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,0,-2,-1,0,-2,-2,1,-2,Second,Third,First,Fourth,Third,Fourth,Fifth,First,Second,N,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,Tunitin,NA,NA,NA,NA,NA,Paper Copy,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Not Select,Selcet,Selcet,Never,Selcet,Selcet,Selcet,Yes,GH,Not Select,Selcet,Not Select,Not Select,-2,-2,-2,-2,-2,Most,Yes,1,-2,1,1,-2,1,0,0,1,Advanced,1,36-40
804,804,804,3063187391,2/10/14 21:13,2/10/14 21:18,39,White,M,USN,LT,United States of America,590,Electronic Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,No,No,Select,Not Select,Select,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,NA,Yes,No,2,2,2,T,TR,SL,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Very Little,Very Little,Very Little,Very Little,Very Little,Very Little,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Not Select,Not Select,-2,-2,2,2,NA,2,2,2,First,Second,Third,Fourth,Third,Fourth,First,Second,Fifth,E,No,Selcet,Not Select,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,NA,NA,NA,NA,NA,Drop Box,Google Drive,NA,NA,No,Selcet,Not Select,Not Select,Sometimes,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Selcet,Selcet,1,1,1,1,1,Most,Yes,2,1,2,1,0,0,0,0,0,Advanced,10+,36-40
805,805,805,3063163304,2/10/14 21:03,2/10/14 21:13,34,White,M,USMC,Capt,United States of America,370,Information Systems & Technology,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,0,0,1,SL,TR,ICR,Very Well,Very Well,Very Well,Not At All,NA,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Very Well,Not At All,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,-2,-2,2,-2,-2,-2,Second,First,Third,Fourth,First,Fourth,Fifth,Second,Third,N,NA,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Selcet,Selcet,Not Select,Not Select,2,2,2,-2,2,Most,Yes,-2,2,-2,-2,-1,-1,1,1,1,Intermediate,3,31-35
806,806,806,3063161877,2/10/14 21:02,2/10/14 21:14,32,White,M,USN,LT,United States of America,373,Meteorology and Oceanography (METOC),Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,Select,Select,Not Select,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,1,1,2,T,TR,ICR,Somewhat Well,Very Well,Very Well,Somewhat Well,NA,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,-1,-1,1,1,1,2,1,2,Third,Fourth,Second,First,First,Fourth,Third,Fifth,Second,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drop Box,NA,NA,NA,No,Selcet,Selcet,Not Select,Sometimes,Selcet,Selcet,Selcet,NA,NA,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,Most,Yes,-1,1,-1,-1,1,1,-1,2,2,Advanced,4,31-35
807,807,807,3063160167,2/10/14 21:02,2/10/14 21:11,31,White,M,USN,LT,United States of America,373,Meteorology and Oceanography (METOC),Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,1,0,1,SL,SL,SL,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,2,2,2,2,2,2,Fourth,Third,First,Second,Third,Fifth,Fourth,Second,First,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Not Select,Not Select,2,2,2,2,2,Most,No,0,1,0,0,-1,1,1,1,0,Intermediate,2,31-35
808,808,808,3063157781,2/10/14 21:01,2/10/14 21:26,28,White,M,USN,LT,United States of America,386,Network Operations and Technology,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,NA,NA,NA,NA,Yes,Yes,No,NA,NA,No,NA,NA,-2,-1,-1,SL,ICR,TR,Very Little,Very Well,Not At All,Somewhat Well,Not At All,Very Little,Very Little,Somewhat Well,Very Well,Very Well,Not At All,Very Well,Not At All,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Not Select,-2,-1,-1,-1,-2,-2,-2,-2,NA,First,Second,Third,Second,Fourth,Fifth,First,Third,N,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,Wiki Page,NA,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,Google Drive,NA,NA,No,Selcet,Not Select,Not Select,Often,Selcet,Not Select,Not Select,No,NA,Selcet,Selcet,Selcet,Selcet,2,-1,2,0,1,Most,No,0,-1,0,-1,-2,-2,1,1,-1,Expert,2,20-30
809,809,809,3063148498,2/10/14 20:29,2/10/14 21:16,29,White,M,USMC,Capt,United States of America,681,"Middle East, South Asia, Sub-Saharan Africa",School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,No,No,No,Yes,Yes,NA,No,Yes,Yes,No,No,2,-1,1,LL,SL,TR,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Little,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,NA,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Not Select,2,1,1,1,0,2,1,1,Second,First,Fourth,Third,Second,Third,Fourth,First,Fifth,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,Google Drive,NA,NA,No,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Not Select,Not Select,1,2,2,2,2,Some,NA,2,1,-2,-1,-2,-1,1,1,-1,Intermediate,7,20-30
810,810,810,3063123956,2/10/14 20:47,2/10/14 21:02,44,White,M,USN,CDR,United States of America,234,Defense Energy Certificate,Provost Oversight,NPS,Certificate,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,-1,1,2,SL,TR,TR,Somewhat Well,Very Well,Very Well,Very Well,Very Little,Very Little,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Very Well,Very Little,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,1,1,0,0,1,1,2,1,NA,Third,Second,First,Second,Fifth,Fourth,Third,First,SE,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Selcet,Selcet,1,2,1,1,1,Some,No,2,-2,0,0,-2,1,0,0,2,Intermediate,10+,41+
